Project,tool,file_old,line_old,file_new,line_new,threshhold,version_altered,date_altered,day,type,subtype,type,subtype
Itseez/opencv, Parasoft, libjasper/jas_icc.c,1474, libjasper/jas_icc.c,1473   -   ,0.094339623, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_icc.c,1474, libjasper/jas_icc.c,1473   -   ,0.094339623, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_image.c,145, libjasper/jas_image.c,145   -   ,0.092592593, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jas_image.c,777, libjasper/jas_image.c,777   -   ,0.380952381, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_image.c,777, libjasper/jas_image.c,777   -   ,0.380952381, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_image.c,777, libjasper/jas_image.c,777   -   ,0.380952381, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_image.c,778,,777   -   ,0.185185185, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jas_malloc.c,122, libjasper/jas_malloc.c,136   -   ,0.760869565, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, Uninitialized Variable,,
Itseez/opencv, Parasoft, libjasper/jas_malloc.c,123,,136   -   ,0.673913043, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_malloc.c,123,,136   -   ,0.673913043, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_malloc.c,124, libjasper/jas_malloc.c,138   -   139   -   150   -   ,0.70212766, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_malloc.c,124,,138   -   139   -   150   -   ,0.70212766, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_malloc.c,124,,138   -   139   -   150   -   ,0.70212766, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_malloc.c,124, libjasper/jas_malloc.c,138   -   139   -   150   -   ,0.70212766, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_malloc.c,124,,138   -   139   -   150   -   ,0.70212766, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_malloc.c,124,,138   -   139   -   150   -   ,0.70212766, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_seq.c,117, libjasper/jas_seq.c,117   -   ,0.092592593, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jas_seq.c,125, libjasper/jas_seq.c,125   -   ,0.090909091, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jas_seq.c,223, libjasper/jas_seq.c,223   -   ,0.072463768, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jas_stream.c,215,,565   -   215   -   ,0.714285714, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_stream.c,215,,565   -   215   -   ,0.714285714, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_stream.c,215, libjasper/jas_stream.c,565   -   215   -   ,0.714285714, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_stream.c,215,,565   -   215   -   ,0.714285714, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_stream.c,368,,370   -   371   -   ,0.6, 54ab3137d5c417a6060abf1ae85a31abaf23fe32 54ab3137d5c417a6060abf1ae85a31abaf23fe32 54ab3137d5c417a6060abf1ae85a31abaf23fe32 54ab3137d5c417a6060abf1ae85a31abaf23fe32,1427662187,1093,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_stream.c,368,,370   -   371   -   ,0.6, 54ab3137d5c417a6060abf1ae85a31abaf23fe32 54ab3137d5c417a6060abf1ae85a31abaf23fe32 54ab3137d5c417a6060abf1ae85a31abaf23fe32 54ab3137d5c417a6060abf1ae85a31abaf23fe32,1427662187,1093,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_stream.c,368,,370   -   371   -   ,0.6, 54ab3137d5c417a6060abf1ae85a31abaf23fe32 54ab3137d5c417a6060abf1ae85a31abaf23fe32 54ab3137d5c417a6060abf1ae85a31abaf23fe32 54ab3137d5c417a6060abf1ae85a31abaf23fe32,1427662187,1093,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_stream.c,368,,370   -   371   -   ,0.6, 54ab3137d5c417a6060abf1ae85a31abaf23fe32 54ab3137d5c417a6060abf1ae85a31abaf23fe32 54ab3137d5c417a6060abf1ae85a31abaf23fe32 54ab3137d5c417a6060abf1ae85a31abaf23fe32,1427662187,1093,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jas_stream.c,371, libjasper/jas_stream.c,374   -   ,0.273504274, 54ab3137d5c417a6060abf1ae85a31abaf23fe32 54ab3137d5c417a6060abf1ae85a31abaf23fe32,1427662187,1093,  Code Quality, General, Time and State, General
Itseez/opencv, Parasoft, libjasper/jas_stream.c,371, libjasper/jas_stream.c,374   -   ,0.273504274, 54ab3137d5c417a6060abf1ae85a31abaf23fe32 54ab3137d5c417a6060abf1ae85a31abaf23fe32,1427662187,1093,  Code Quality, General, Time and State, General
Itseez/opencv, Parasoft, libjasper/jas_stream.c,556, libjasper/jas_stream.c,565   -   ,0.304347826, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
Itseez/opencv, Parasoft, libjasper/jas_stream.c,556, libjasper/jas_stream.c,565   -   ,0.304347826, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
Itseez/opencv, Parasoft, libjasper/jas_stream.c,556, libjasper/jas_stream.c,565   -   ,0.304347826, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Input Validation and Representation, Format String, API Abuse, Often Misused: Strings
Itseez/opencv, Parasoft, libjasper/jas_stream.c,995, libjasper/jas_stream.c,1004   -   ,0.347222222, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jp2_cod.c,375, libjasper/jp2_cod.c,383   -   ,0.066666667, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jp2_cod.c,375, libjasper/jp2_cod.c,383   -   ,0.066666667, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jp2_cod.c,419, libjasper/jp2_cod.c,427   -   ,0.067567568, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jp2_cod.c,456, libjasper/jp2_cod.c,464   -   ,0.064935065, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jp2_cod.c,456, libjasper/jp2_cod.c,464   -   ,0.064935065, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jp2_cod.c,769, libjasper/jp2_cod.c,777   -   ,0.065789474, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jp2_cod.c,769, libjasper/jp2_cod.c,777   -   ,0.065789474, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jp2_cod.c,831, libjasper/jp2_cod.c,839   -   ,0.070422535, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jp2_cod.c,834, libjasper/jp2_cod.c,842   -   ,0.067567568, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jp2_cod.c,834, libjasper/jp2_cod.c,842   -   ,0.067567568, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jp2_dec.c,339, libjasper/jp2_dec.c,339   -   ,0.060240964, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jp2_dec.c,339, libjasper/jp2_dec.c,339   -   ,0.060240964, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jp2_dec.c,357, libjasper/jp2_dec.c,357   -   ,0.075757576, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jp2_dec.c,357, libjasper/jp2_dec.c,357   -   ,0.075757576, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jp2_enc.c,101, libjasper/jp2_enc.c,94   -   ,0.790322581, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, Uninitialized Variable,,
Itseez/opencv, Parasoft, libjasper/jp2_enc.c,194, libjasper/jp2_enc.c,197   -   ,0.102040816, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jp2_enc.c,194, libjasper/jp2_enc.c,197   -   ,0.102040816, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jp2_enc.c,288, libjasper/jp2_enc.c,291   -   ,0.073529412, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jp2_enc.c,288, libjasper/jp2_enc.c,291   -   ,0.073529412, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_cs.c,504, libjasper/jpc_cs.c,504   -   ,0.066666667, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_cs.c,504, libjasper/jpc_cs.c,504   -   ,0.066666667, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_cs.c,1093, libjasper/jpc_cs.c,1100   -   ,0.362318841, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_cs.c,1093, libjasper/jpc_cs.c,1100   -   ,0.362318841, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_cs.c,1162, libjasper/jpc_cs.c,1169   -   ,0.362318841, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_cs.c,1162, libjasper/jpc_cs.c,1169   -   ,0.362318841, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_cs.c,1225, libjasper/jpc_cs.c,1232   -   ,0.066666667, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jpc_cs.c,1330, libjasper/jpc_cs.c,1337   -   ,0.205128205, 70fed019ae4f78582d0ab17a38688e8bce409f21 70fed019ae4f78582d0ab17a38688e8bce409f21,1346191400,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_cs.c,1330, libjasper/jpc_cs.c,1337   -   ,0.205128205, 70fed019ae4f78582d0ab17a38688e8bce409f21 70fed019ae4f78582d0ab17a38688e8bce409f21,1346191400,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_cs.c,1469, libjasper/jpc_cs.c,1476   -   ,0.367647059, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_cs.c,1469, libjasper/jpc_cs.c,1476   -   ,0.367647059, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_dec.c,452, libjasper/jpc_dec.c,452   -   ,0.069444444, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Input Validation and Representation, Buffer Overflow
Itseez/opencv, Parasoft, libjasper/jpc_dec.c,695, libjasper/jpc_dec.c,695   -   ,0.096153846, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jpc_dec.c,767, libjasper/jpc_dec.c,767   -   ,0.1, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jpc_dec.c,800, libjasper/jpc_dec.c,800   -   ,0.066666667, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jpc_dec.c,837, libjasper/jpc_dec.c,837   -   ,0.065789474, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jpc_dec.c,1184, libjasper/jpc_dec.c,1184   -   ,0.065789474, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jpc_dec.c,1207, libjasper/jpc_dec.c,1207   -   ,0.065789474, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jpc_dec.c,1231, libjasper/jpc_dec.c,1231   -   ,0.1, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jpc_dec.c,1492, libjasper/jpc_dec.c,1492   -   ,0.069444444, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jpc_dec.c,2051, libjasper/jpc_dec.c,2051   -   ,0.075757576, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jpc_dec.c,2072, libjasper/jpc_dec.c,2072   -   ,0.054545455, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jpc_dec.c,2158, libjasper/jpc_dec.c,2158   -   ,0.586666667, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_dec.c,2158, libjasper/jpc_dec.c,2158   -   ,0.586666667, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_dec.c,2158, libjasper/jpc_dec.c,2158   -   ,0.586666667, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_dec.c,2159, libjasper/jpc_dec.c,452   -   2158   -   ,0.707317073, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_dec.c,2159, libjasper/jpc_dec.c,452   -   2158   -   ,0.707317073, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_dec.c,2159,,452   -   2158   -   ,0.707317073, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_dec.c,2159, libjasper/jpc_dec.c,452   -   2158   -   ,0.707317073, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_enc.c,406, libjasper/jpc_enc.c,406   -   ,0.069444444, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_enc.c,406, libjasper/jpc_enc.c,406   -   ,0.069444444, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_enc.c,659, libjasper/jpc_enc.c,659   -   ,0.087719298, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_enc.c,659, libjasper/jpc_enc.c,659   -   ,0.087719298, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_enc.c,943, libjasper/jpc_enc.c,943   -   ,0.075757576, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_enc.c,943, libjasper/jpc_enc.c,943   -   ,0.075757576, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_enc.c,1958, libjasper/jpc_enc.c,1958   -   ,0.096153846, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jpc_enc.c,1967, libjasper/jpc_enc.c,1967   -   ,0.064102564, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_enc.c,1967, libjasper/jpc_enc.c,1967   -   ,0.064102564, 4157a640ba30bb75e0c0f1e38686a27ec7887f30 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General, Code Quality, General
Itseez/opencv, Parasoft, libjasper/jpc_enc.c,2113, libjasper/jpc_enc.c,2113   -   ,0.0625, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jpc_enc.c,2216, libjasper/jpc_enc.c,2216   -   ,0.064102564, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jpc_enc.c,2293, libjasper/jpc_enc.c,2293   -   ,0.066666667, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jpc_enc.c,2425, libjasper/jpc_enc.c,2425   -   ,0.065789474, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jpc_mqdec.c,121, libjasper/jpc_mqdec.c,121   -   ,0.063291139, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jpc_mqenc.c,200, libjasper/jpc_mqenc.c,200   -   ,0.063291139, 4157a640ba30bb75e0c0f1e38686a27ec7887f30,1346190920,150,  Code Quality, General,,
Itseez/opencv, Parasoft, libjasper/jpc_qmfb.c,1607, libjasper/jpc_qmfb.c,1607   -   ,0.393939394, bcd0aefbca846b4c59be4e12eee37211cba526a3,1346845911,157,  Code Quality,General,,
