Project,tool,file_old,line_old,file_new,line_new,threshhold,version_altered,date_altered,day,type,subtype,type,subtype
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,171, zlib/inffast.c,154   -   ,0.159090909, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,190, zlib/inffast.c,174   -   ,0.763636364, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,190,,174   -   175   -   ,0.218181818, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,206, zlib/inffast.c,211   -   ,0.161290323, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,206, zlib/inffast.c,211   -   ,0.161290323, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,206, zlib/inffast.c,211   -   ,0.161290323, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,206, zlib/inffast.c,211   -   ,0.161290323, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,206, zlib/inffast.c,211   -   ,0.161290323, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,207, zlib/inffast.c,212   -   ,0.3125, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,207, zlib/inffast.c,212   -   ,0.3125, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,225, zlib/inffast.c,230   -   ,0.217391304, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,225, zlib/inffast.c,230   -   ,0.217391304, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,225, zlib/inffast.c,230   -   ,0.217391304, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,262,,267   -   ,0.163636364, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,262,,267   -   ,0.163636364, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,262,,267   -   ,0.163636364, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,262,,267   -   ,0.163636364, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,262,,267   -   ,0.163636364, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,272,,277   -   ,0.163636364, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,272,,277   -   ,0.163636364, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,272,,277   -   ,0.163636364, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,272,,277   -   ,0.163636364, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inffast.c,272,,277   -   ,0.163636364, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,137, zlib/inflate.c,169   -   ,0.791044776, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,137,,169   -   182   -   183   -   ,0.626865672, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,137,,169   -   182   -   183   -   ,0.626865672, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,139, zlib/inflate.c,186   -   ,0.666666667, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,139,,186   -   190   -   ,0.641025641, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,140, zlib/inflate.c,191   -   ,0.5, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General,,
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,328, zlib/inflate.c,402   -   ,0.304347826, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, Uninitialized Variable, Code Quality, Uninitialized Variable
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,328, zlib/inflate.c,402   -   ,0.304347826, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, Uninitialized Variable, Code Quality, Uninitialized Variable
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,350, zlib/inflate.c,423   -   ,0.197183099, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,350, zlib/inflate.c,423   -   ,0.197183099, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,350, zlib/inflate.c,423   -   ,0.197183099, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,350, zlib/inflate.c,423   -   ,0.197183099, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,355, zlib/inflate.c,428   -   ,0.128205128, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,355, zlib/inflate.c,428   -   ,0.128205128, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,357, zlib/inflate.c,430   -   ,0.257142857, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,357, zlib/inflate.c,430   -   ,0.257142857, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,357, zlib/inflate.c,430   -   ,0.257142857, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,357, zlib/inflate.c,430   -   ,0.257142857, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,357, zlib/inflate.c,430   -   ,0.257142857, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,360, zlib/inflate.c,433   -   ,0.254545455, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Input Validation and Representation, Buffer Overflow, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,360, zlib/inflate.c,433   -   ,0.254545455, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Input Validation and Representation, Buffer Overflow, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,360, zlib/inflate.c,433   -   ,0.254545455, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Input Validation and Representation, Buffer Overflow, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,360, zlib/inflate.c,433   -   ,0.254545455, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Input Validation and Representation, Buffer Overflow, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,360, zlib/inflate.c,433   -   ,0.254545455, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Input Validation and Representation, Buffer Overflow, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,365, zlib/inflate.c,438   -   ,0.2, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,365, zlib/inflate.c,438   -   ,0.2, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,559, zlib/inflate.c,627   -   ,0.169811321, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General,,
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,649, zlib/inflate.c,721   -   ,0.309090909, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,649,,721   -   722   -   ,0.490909091, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,649, zlib/inflate.c,721   -   ,0.309090909, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,649,,721   -   722   -   ,0.490909091, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,656, zlib/inflate.c,729   -   ,0.309090909, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,656,,729   -   730   -   ,0.490909091, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,656, zlib/inflate.c,729   -   ,0.309090909, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,656,,729   -   730   -   ,0.490909091, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,665, zlib/inflate.c,739   -   ,0.309090909, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,665,,739   -   740   -   ,0.490909091, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,665, zlib/inflate.c,739   -   ,0.309090909, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,665,,739   -   740   -   ,0.490909091, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,674, zlib/inflate.c,749   -   ,0.309090909, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,674,,749   -   750   -   ,0.490909091, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,674, zlib/inflate.c,749   -   ,0.309090909, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,674,,749   -   750   -   ,0.490909091, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,711, zlib/inflate.c,787   -   ,0.153846154, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,711, zlib/inflate.c,787   -   ,0.153846154, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,732, zlib/inflate.c,808   -   ,0.145454545, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,732, zlib/inflate.c,808   -   ,0.145454545, 1c4f93b8696e55d52d1dc124d42801f969538d1a 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,746, zlib/inflate.c,822   -   ,0.349206349, 1c4f93b8696e55d52d1dc124d42801f969538d1a,1487983141,1676,  Code Quality, General,,
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,763, zlib/inflate.c,839   -   ,0.170212766, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,763, zlib/inflate.c,839   -   ,0.170212766, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,763, zlib/inflate.c,839   -   ,0.170212766, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
cmangos/mangos-wotlk, Parasoft, src/zlib/inflate.c,763, zlib/inflate.c,839   -   ,0.170212766, b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c b011fe90f20ee35ca8ef3d5a1ffa92ad0259b22c,1478022041,1560,  Code Quality, General, Code Quality, General
