project,    olod_version,   new_version,    tool,    old_file,    old_line,    old_description,    new_file,     new_line,     new_description,     line_status,    file_status,    still_bug,    description_status,    false_positive
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/StatusJob.cpp,138, (buffer) char, NA, NA, NA, Deleted, NA, NA, NA, FFP3
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/StatusJob.cpp,162, (buffer) char, NA, NA, NA, Deleted, NA, NA, NA, FFP3
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/StatusJob.cpp,172, (buffer) char, NA, NA, NA, Deleted, NA, NA, NA, FFP3
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rc.cpp,73, (buffer) char, NA, NA, NA, Deleted, NA, NA, NA, FFP3
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rc.cpp,74, (buffer) memcpy, NA, NA, NA, Deleted, NA, NA, NA, FFP3
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rc.cpp,299, (integer) atoi, NA, NA, NA, Deleted, NA, NA, NA, FFP3
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/cJSON/cJSON.c,68, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/cJSON/cJSON.c,162, (buffer) sprintf, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/cJSON/cJSON.c,167, (buffer) sprintf, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/cJSON/cJSON.c,169, (buffer) sprintf, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/cJSON/cJSON.c,171, (buffer) sprintf, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/cJSON/cJSON.c,223, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/cJSON/cJSON.c,381, (buffer) sprintf, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/cJSON/cJSON.c,591, (buffer) strcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/cJSON/cJSON.c,857, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/cJSON/test.c,46, (misc) fopen, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/cJSON/test.c,75, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/AES256CBC.cpp,37, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/AES256CBC.cpp,78, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/AES256CBC.cpp,79, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/AES256CBC.cpp,85, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Buffer.cpp,9, (misc) fopen, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Buffer.h,129, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Buffer.h,139, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Config.cpp,22, (misc) fopen, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Config.cpp,24, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Connection.cpp,129, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/CpuUsage.cpp,44, (misc) fopen, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/CpuUsage.cpp,47, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/DataFile.h,51, (misc) open, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/DataFile.h,58, (tmpfile) mkstemp, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/FileSystemWatcher_kqueue.cpp,163, (misc) open, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Flags.h,123, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Log.cpp,50, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Log.cpp,296, (misc) fopen, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Log.h,170, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Log.h,187, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Log.h,191, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Log.h,194, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/MemoryMappedFile.cpp,35, (misc) open, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/MemoryMappedFile.cpp,79, (misc) open, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/MemoryMappedFile.cpp,177, (misc) open, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/MemoryMappedFile.h,100, (misc) open, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/MemoryMonitor.cpp,30, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/MemoryMonitor.cpp,55, (misc) fopen, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/MessageQueue.cpp,60, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/MessageQueue.cpp,84, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Path.cpp,284, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Path.cpp,439, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Path.cpp,498, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Path.cpp,547, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Path.cpp,618, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Path.cpp,639, (misc) fopen, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Path.cpp,664, (misc) fopen, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Path.cpp,674, (misc) fopen, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Path.cpp,705, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Path.h,178, (misc) fopen, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Process.cpp,789, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Process.cpp,819, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Rct.cpp,56, (misc) fopen, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Rct.cpp,87, (misc) fopen, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Rct.cpp,94, (misc) fopen, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Rct.cpp,112, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Rct.cpp,223, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Rct.cpp,233, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Rct.cpp,244, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Rct.cpp,270, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Rct.cpp,287, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Rct.cpp,291, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Rct.cpp,317, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Rct.cpp,560, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Rct.h,142, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/SHA256.cpp,22, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Serializer.h,156, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Serializer.h,181, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Serializer.h,251, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Serializer.h,263, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/SocketClient.cpp,130, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/SocketClient.cpp,139, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/SocketClient.cpp,518, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/SocketClient.cpp,554, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/String.cpp,25, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/String.cpp,71, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/String.cpp,100, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/String.cpp,133, (buffer) sprintf, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/String.h,743, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/String.h,785, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/String.h,808, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/String.h,815, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/String.h,819, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/String.h,855, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Value.cpp,45, (buffer) memcpy, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Value.cpp,150, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Value.cpp,155, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Value.cpp,232, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Value.cpp,237, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Value.h,182, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Value.h,183, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Value.h,184, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
Andersbakken/rtags, b5bb19291a8e3331d2f5ee0c1a77fc5922e21607, 005e5569366b519850f0ae5b78f618f4d67d8785, Flawfinder, src/rct/rct/Value.h,185, (buffer) char, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced, Not traced
