repository, IVR, API, SF, TS, ERR, CQ, ENC, ENV
freundlich/fcppt, 18.55200, 0, 81.44700, 0, 0, 0, 0, 0
freundlich/mizuiro, 2.08800, 0, 0, 97.91100, 0, 0, 0, 0
gnuradio/gnuradio, 86.21900, 6.71300, 5.74200, 0, 0, 1.32500, 0, 0
hluk/CopyQ, 65.99900, 6.99900, 0, 24.00000, 0, 3.00000, 0, 0
hpcc-systems/HPCC-Platform, 73.20200, 23.45100, .68900, 1.55100, 0, 1.10500, 0, 0
imageworks/OpenColorIO, 77.19200, 22.10500, 0, .70100, 0, 0, 0, 0
jbeder/yaml-cpp, 80.00000, 0, 20.00000, 0, 0, 0, 0, 0
juj/MathGeoLib, 67.30700, 32.69200, 0, 0, 0, 0, 0, 0
koreader/crengine, 73.04000, 25.56900, .36100, .61100, 0, .41600, 0, 0
lalinsky/chromaprint, 82.05100, 10.25600, 0, 0, 0, 7.69200, 0, 0
ledger/ledger, 72.54900, 27.45000, 0, 0, 0, 0, 0, 0
libpinyin/libpinyin, 79.81600, 20.18300, 0, 0, 0, 0, 0, 0
libspatialindex/libspatialindex, 93.91800, .45000, 4.95400, .67500, 0, 0, 0, 0
lightspark/lightspark, 75.29100, 13.75200, 1.16500, 3.03000, 0, 6.75900, 0, 0
lotem/librime, 70.13900, 18.17000, .25400, .63500, 0, 10.80000, 0, 0
lxde/pcmanfm-qt, 89.47300, 10.52600, 0, 0, 0, 0, 0, 0
mangosthree/server, 69.57200, 28.00600, .24200, 0, 0, 2.17900, 0, 0
mavam/libbf, 0, 0, 0, 0, 0, 0, 0, 0
mempko/firestr, 75.77300, 21.13400, 1.54600, 1.54600, 0, 0, 0, 0
mickem/nscp, 72.50300, 20.70500, 2.19700, 1.26400, 0, 3.32800, 0, 0
mlpack/mlpack, 45.45400, 0, 1.51500, 53.03000, 0, 0, 0, 0
mosra/corrade, 69.69600, 9.09000, 0, 19.69600, 0, 1.51500, 0, 0
msoos/cryptominisat, 77.63100, 14.47300, 7.89400, 0, 0, 0, 0, 0
musescore/MuseScore, 89.54100, 8.95800, .60800, .12100, 0, .77000, 0, 0
nickbruun/hayai, 40.00000, 40.00000, 10.00000, 0, 0, 10.00000, 0, 0
openclonk/openclonk, 74.91000, 23.38100, .71900, .26900, 0, .71900, 0, 0
opengm/opengm, 84.61500, 0, 15.38400, 0, 0, 0, 0, 0
openscenegraph/osg, 83.74200, 13.56400, 1.82700, .48100, 0, .38400, 0, 0
orocos-toolchain/typelib, 86.95600, 8.69500, 0, 4.34700, 0, 0, 0, 0
percona/percona-server, 70.57300, 23.11600, .49000, .95500, 0, 4.86400, 0, 0
quassel/quassel, 89.92200, 7.75100, 2.32500, 0, 0, 0, 0, 0
rime/librime, 70.13900, 18.17000, .25400, .63500, 0, 10.80000, 0, 0
root-mirror/root, 66.38400, 26.78800, .82300, 1.01100, 0, 4.99100, 0, 0
sakra/cotire, 0, 0, 0, 0, 0, 0, 0, 0
samstyle/Xpeccy, 81.53000, 18.30200, 0, .16600, 0, 0, 0, 0
saschazelzer/CppMicroServices, 69.42100, 23.63600, .16500, .99100, 0, 5.78500, 0, 0
scross99/locic, 82.35200, 14.70500, 0, 2.94100, 0, 0, 0, 0
simongog/sdsl-lite, 82.32300, 6.56500, 6.06000, 5.05000, 0, 0, 0, 0
spring/pr-downloader, 72.30400, 24.63100, 1.36200, .45400, 0, 1.24800, 0, 0
stevenlovegrove/Pangolin, 77.81900, 21.05200, .37500, 0, 0, .75100, 0, 0
strasdat/Sophus, 0, 0, 0, 0, 0, 0, 0, 0
stuntrally/stuntrally, 80.15800, 18.51800, 1.05800, .26400, 0, 0, 0, 0
supercollider/sc3-plugins, 77.98700, 18.71000, .94300, 0, 0, 2.35800, 0, 0
supercollider/supercollider, 83.12200, 13.13800, 1.85800, .69700, 0, 1.18200, 0, 0
supertuxkart/stk-code, 68.52600, 22.74100, 2.66800, 4.73000, 0, 1.33400, 0, 0
symengine/symengine, 81.63200, 12.24400, 6.12200, 0, 0, 0, 0, 0
syndicodefront/infekt, 79.71000, 16.66600, 0, 0, 0, 3.62300, 0, 0
taglib/taglib, 83.33300, 6.37200, 0, 10.29400, 0, 0, 0, 0
texus/TGUI, 97.50000, 2.49900, 0, 0, 0, 0, 0, 0
thesamet/rpcz, 60.97500, 39.02400, 0, 0, 0, 0, 0, 0
thewtex/tmux-mem-cpu-load, 55.55500, 22.22200, 0, 0, 0, 22.22200, 0, 0
tpaviot/oce, 67.27100, 29.29300, .46300, 2.85600, 0, .11500, 0, 0
tumi8/vermont, 67.94100, 18.03200, .54600, 0, 0, 13.47900, 0, 0
ukoethe/vigra, 79.74600, 13.92400, 3.79700, 2.53100, 0, 0, 0, 0
user-none/Sigil, 64.23800, 34.30400, .35300, .88300, 0, .22000, 0, 0
vcmi/vcmi, 85.29400, 12.13200, 2.57300, 0, 0, 0, 0, 0
vinipsmaker/tufao, 75.00000, 0, 0, 25.00000, 0, 0, 0, 0
wesnoth/wesnoth, 80.79200, 13.66300, 3.96000, 1.58400, 0, 0, 0, 0
xrootd/xrootd, 63.09000, 31.11000, .16400, .94400, 0, 4.69000, 0, 0
