project,v1,v2,tool,old_file,old_line,old_description,new_file,new_line,new_description,status,file_name_changed,still_bug,same_description,false_positive
Git,1.5.6,2.13.2,polyspace,builtin-apply.c,1532,Data flow Variable shadowing,builtin/apply.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-blame.c,1250,Data flow Variable shadowing,builtin-blame.c,1475,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-blame.c,1264,Data flow Variable shadowing,builtin-blame.c,1496,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-blame.c,1278,Data flow Variable shadowing,builtin-blame.c,1523,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-commit.c,251,Data flow Variable shadowing,builtin/commit.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-config.c,150,Data flow Variable shadowing,builtin-config.c,272,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-describe.c,263,Data flow Variable shadowing,builtin/describe.c,370,Data flow Variable shadowing ,changed,1,1,1,TFP
Git,1.5.6,2.13.2,polyspace,builtin-diff.c,307,Data flow Variable shadowing,builtin/diff.c,374,Data flow Variable shadowing ,moved,1,1,1,TFP
Git,1.5.6,2.13.2,polyspace,builtin-fetch--tool.c,271,Data flow Variable shadowing,contrib/examples/builtin-fetch--tool.c,272,NA,moved,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-fetch--tool.c,456,Data flow Variable shadowing,contrib/examples/builtin-fetch--tool.c,457,NA,moved,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-fetch-pack.c,218,Data flow Variable shadowing,builtin/fetch-pack.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-fetch-pack.c,798,Data flow Variable shadowing,builtin/fetch-pack.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-fetch.c,110,Data flow Variable shadowing,builtin/fetch.c,305,NA,moved,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-fetch.c,111,Data flow Variable shadowing,builtin/fetch.c,200,NA,changed,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-fetch.c,195,Data flow Variable shadowing,builtin-fetch.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-fetch.c,435,Data flow Variable shadowing,builtin/fetch.c,900,NA,moved,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-fetch.c,465,Data flow Variable shadowing,builtin/fetch.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-fetch.c,518,Data flow Variable shadowing,builtin/fetch.c,1057,NA,moved,1,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-fmt-merge-msg.c,146,Data flow Variable shadowing,builtin/fmt-merge-msg.c,179,Data flow Variable shadowing ,moved,1,1,1,TFP
Git,1.5.6,2.13.2,polyspace,builtin-for-each-ref.c,278,Data flow Variable shadowing,builtin/for-each-ref.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-grep.c,348,Data flow Variable shadowing,builtin-grep.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-init-db.c,387,Data flow Variable shadowing,builtin-init-db.c,515,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-log.c,668,Data flow Variable shadowing,builtin/log.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-log.c,969,Data flow Variable shadowing,builtin/log.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-ls-files.c,44,Data flow Variable shadowing,builtin-ls-files.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-ls-files.c,389,Data flow Variable shadowing,builtin/ls-files.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-ls-files.c,389,Data flow Variable shadowing,builtin/ls-files.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-ls-files.c,389,Data flow Variable shadowing,builtin/ls-files.c,NA,NA,deleted,1,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,31,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,31,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,41,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,73,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,143,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,159,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,159,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,190,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,214,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,225,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,230,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,295,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,349,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,381,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,524,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,533,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,533,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,628,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,694,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,727,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,763,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,770,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailinfo.c,870,Data flow Variable shadowing,builtin-mailinfo.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-mailsplit.c,49,Data flow Variable shadowing,builtin-mailsplit.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-merge-recursive.c,200,Data flow Variable shadowing,builtin-merge-recursive.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-pack-objects.c,905,Data flow Variable shadowing,builtin/pack-objects.c,1250,Data flow Variable shadowing ,moved,1,1,1,TFP
Git,1.5.6,2.13.2,polyspace,builtin-pack-objects.c,1393,Data flow Variable shadowing,builtin/pack-objects.c,1971,Data flow Variable shadowing ,moved,1,1,1,TFP
Git,1.5.6,2.13.2,polyspace,builtin-pack-objects.c,1393,Data flow Variable shadowing,builtin/pack-objects.c,1971,Data flow Variable shadowing ,moved,1,1,1,TFP
Git,1.5.6,2.13.2,polyspace,builtin-pack-objects.c,1718,Data flow Variable shadowing,builtin/pack-objects.c,2366,Data flow Variable shadowing ,moved,1,1,1,TFP
Git,1.5.6,2.13.2,polyspace,builtin-pack-objects.c,1718,Data flow Variable shadowing,builtin/pack-objects.c,2366,Data flow Variable shadowing ,moved,1,1,1,TFP
Git,1.5.6,2.13.2,polyspace,builtin-reflog.c,414,Data flow Variable shadowing,builtin/reflog.c,584,Data flow Variable shadowing ,moved,1,1,1,TFP
Git,1.5.6,2.13.2,polyspace,builtin-rev-list.c,568,Data flow Variable shadowing,builtin-rev-list.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-revert.c,410,Data flow Variable shadowing,builtin-revert.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,builtin-show-branch.c,497,Data flow Variable shadowing,builtin/show-branch.c,504,Data flow Variable shadowing ,moved,1,1,1,TFP
Git,1.5.6,2.13.2,polyspace,builtin-show-branch.c,882,Data flow Variable shadowing,builtin/show-branch.c,899,Data flow Variable shadowing ,changed,1,1,1,TFP
Git,1.5.6,2.13.2,polyspace,builtin-unpack-objects.c,41,Data flow Variable shadowing,builtin/unpack-objects.c,43,Data flow Variable shadowing ,moved,1,1,1,TFP
Git,1.5.6,2.13.2,polyspace,builtin-unpack-objects.c,194,Data flow Variable shadowing,builtin/unpack-objects.c,200,Data flow Variable shadowing ,changed,1,1,1,TFP
Git,1.5.6,2.13.2,polyspace,combine-diff.c,705,Data flow Variable shadowing,combine-diff.c,1031,Data flow Variable shadowing ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,config.c,159,Data flow Variable shadowing,config.c,609,Data flow Variable shadowing ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,config.c,924,Data flow Variable shadowing,config.c,2362,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,daemon.c,930,Data flow Variable shadowing,daemon.c,1096,Data flow Variable shadowing ,moved,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,dir.c,267,Data flow Variable shadowing,dir.c,869,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,path.c,369,Data flow Variable shadowing,path.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,polyspace,reflog-walk.c,249,Data flow Variable shadowing,reflog-walk.c,343,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,refs.c,185,Data flow Variable shadowing,refs.c,357,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,remote.c,187,Data flow Variable shadowing,remote.c,236,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,remote.c,327,Data flow Variable shadowing,remote.c,343,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,revision.c,101,Data flow Variable shadowing,revision.c,102,Data flow Variable shadowing ,changed,0,1,1,TFP
Git,1.5.6,2.13.2,polyspace,setup.c,105,Data flow Variable shadowing,setup.c,34,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,polyspace,unpack-trees.c,522,Data flow Variable shadowing,unpack-trees.c,1567,NA,changed,0,0,NA,FFP2
